,Time,User,Tweet,Analysis
164,2022-10-31 21:11:18+00:00,yysh7oo825,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
165,2022-10-31 21:11:12+00:00,skitontop1,"Hey guys, check out this chat room. It's been around since 2015, with real traders helping each other profit.
https://t.co/MmIMKJgO2f

$JE $PT $MARA  $STC $BTO $CSIQ $TATT $D $TSLA $NIO $GGAL $GS $LIVE $EXPI $ELP $ARCO $EGRX $ORA $NVTA $AMWL $VGR $CFB https://t.co/RD5s7vf4Xn","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6249}"
166,2022-10-31 21:11:00+00:00,InvestmentSwami,👳‍♂️SWAMIS LIVE👳‍♂️ $MMAT $MMTLP $BBIG $CGC $GETY $TAL $APE $BBBY $RMSL $REV $GOEV $XELA $TBLT $ADN $RDBX $LTRY $CEI $MULN $KAVL $BFRI $OCGN $TSLA $AMC $GME $CLOV $BB $FCEL $PTON $JMIA $NU $DOGE $HBAR $AMZN $MSFT $HOOD $NIO $META $RIOT $MARA $MSFT $AAPL $BTC $AVGO $INTC $ADBE $SAVE https://t.co/yxG1NdPh34,"{'neg': 0.067, 'neu': 0.871, 'pos': 0.061, 'compound': -0.1027}"
167,2022-10-31 21:10:52+00:00,LillianGeary5,"$tsla Top analyst price target for next week.!
https://t.co/vEtdCbmCet","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.2714}"
168,2022-10-31 21:10:45+00:00,PimpJuiceTrades,$TSLA gap up tomorrow. Taking out $233 making way for $250,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169,2022-10-31 21:10:35+00:00,skitontop1,"🔥Most active Trading Group 💯 
https://t.co/MmIMKJgO2f

Alerts,Analysis
Stocks ☑️
Options ✅
Day trading ✅
Swing Trading ☑️

🔥
$SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $QQQ $ZNGA $AAPL $ESE $SPCE $FCEL $TRIP $SPX $NOK $OXY $GOOG $CRM $BA $WKHS $INO $TWTR https://t.co/xhpotSFlgz","{'neg': 0.039, 'neu': 0.918, 'pos': 0.043, 'compound': 0.0772}"
170,2022-10-31 21:10:29+00:00,StockMarketMcro,"$TWTR @Twitter This does not look good @elonmusk has pulled 50 $TSLA employees .

Why?

Twitter employees are not cooperating. All have startup ready. Fire them pay them severance they are happy to go.

Some of these employees may be moonlighting already. Take lay off package bye https://t.co/W8OQ2EzAi4","{'neg': 0.112, 'neu': 0.776, 'pos': 0.112, 'compound': 0.2486}"
171,2022-10-31 21:10:22+00:00,baconbombs,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
172,2022-10-31 21:10:22+00:00,wanda_hudson,RT @Umbisam: I suggest the whole $TSLA community to stop talking Twitter. Let’s put it behind us. It’s going to be a private affair for a f…,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}"
173,2022-10-31 21:10:07+00:00,atkinsoncrypto,"$ETH  TOP analysis price target for next week..🙏 https://t.co/gUJh5LuPui
 $LUNC  $OGN $BTC  $TSLA  $COMP  $SAND $GMT $RUNE $SOL $U $MATIC $ATOM $EGLD $SPY $XRP $GL $Y $TA $L $HATI $CAW $AMC $AAVE https://t.co/mXYDp0fgEJ","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.368}"
174,2022-10-31 21:10:06+00:00,daughtersdaddy9,"RT @Factschaser: Tesla market share in China continued to plunge in 2022. China is a key market for $TSLA, generating 50% of its sales and…","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.296}"
175,2022-10-31 21:09:48+00:00,JoshLColeman3,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
176,2022-10-31 21:09:48+00:00,newsfilterio,Elon Musk has pulled more than 50 Tesla employees into his Twitter takeover $TWTR-MX $TSLA $TWTR-MX/ $TSLA/ $UBER/ https://t.co/eMuqNylwF7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
177,2022-10-31 21:09:46+00:00,cannonballz017,"@elonmusk Using human capital from $TSLA at The Bird….👍🏻
Any Small Business owner does this all the time.
#smart","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}"
178,2022-10-31 21:09:35+00:00,skitontop1,"$AMZN $FB $SHOP $FSLY $NKLA $QQQ $SPY $SPX $SHLL $GPS $M $NIO $NOVN $HAPP $CTRM $XSPA $KTOV $CBL $BHTG  $IDEX $KTOV $BOXL $NOVN $DXR $DIA $TSLA
We will give quick alerts to get you on top of everyone and make
join us https://t.co/MmIMKJgO2f https://t.co/Om52w3j5m9","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.4588}"
179,2022-10-31 21:09:26+00:00,NewsOnInvesting,"#StocksToBuy
When is #ELONMUSK going to buy his friends electric motorcycle company 
Alternet Systems ? $ALYI 🏍

@elonmusk $TSLA #stocks $CHKR #EV #pennystocks #Tsla $META #Elon #stocks $DSGT $MULN $LUNC  $F $T $GM $NIO #Telsa $AAPL $AMD $twtr #jackpocket
https://t.co/jbk2Az8Z4r","{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4767}"
180,2022-10-31 21:09:24+00:00,Kdksnxdj7172,RT @montana_skeptic: The latest from @thunderf00t is so wonderful because it reminds me of so many Musk lies I had forgotten. It's not just…,"{'neg': 0.162, 'neu': 0.684, 'pos': 0.154, 'compound': 0.1968}"
181,2022-10-31 21:09:15+00:00,JamieMcullough,"RT @davidtayar5: Jim Chanos: Tesla Is a 'Hopes and Dreams' Stock, Elon Musk Is Distracted

😳😳

$TSLA https://t.co/9GKZ68opyi","{'neg': 0.093, 'neu': 0.695, 'pos': 0.212, 'compound': 0.4767}"
182,2022-10-31 21:09:12+00:00,MarcusVanCan,RT @StatsTesla: October 31 update. Highest observed MY MIG VIN in Norway 38982. Estimated #GigaBerlin production 3045/week based on deliver…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
183,2022-10-31 21:09:08+00:00,THEFIRM_CEO,"📰 Charging  For A Blue Verified Badge On Twitter: Will It Increase The Number of Bots? Benzinga TV Asks

$TSLA $TWTR

https://t.co/WhfUTZsdCh","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.3818}"
184,2022-10-31 21:08:59+00:00,skitontop1,"I've  made 36k  with them . If you really want to make a huge profit on trading .... Choose this professional chat:https://t.co/MmIMKJgO2f

$TSLA $NKLA $ROKU $AAPL $JPM $AMZN $MSFT $ZM https://t.co/IRyuFVR75X","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.6997}"
185,2022-10-31 21:08:49+00:00,daughtersdaddy9,"RT @fly4dat: 17k drop in backlog in 2 weeks despite almost zero deliveries in both Europe and China.

$TSLA $TSLAQ","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}"
186,2022-10-31 21:08:43+00:00,skitontop1,"$NET
#Winner 💸💰💸
https://t.co/MmIMKJgO2f
$NET gave us a nice pullback, on today 

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA  $UPST $AMZN $AMD $PTON https://t.co/O1NmwlM1AU","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.765}"
187,2022-10-31 21:08:26+00:00,moi_o_see,"""Previously the best way to design a safe car was industry crash tests. But those are like a few grains of sand meant to represent the beach, but in reality the beach is infinitely complex""

 - $TSLA #Tesla

https://t.co/xUtgjrQXwg","{'neg': 0.041, 'neu': 0.784, 'pos': 0.175, 'compound': 0.714}"
188,2022-10-31 21:08:15+00:00,robertkao68,"Elon Musk has pulled more than 50 Tesla $TSLA employees into his Twitter takeover - Twitter employees say managers instructed them to 👉work 12-hour shifts,🤮seven days a week to hit Musk’s aggressive deadlines and that their jobs are at stake https://t.co/kBi6RTddC4","{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.1531}"
189,2022-10-31 21:08:14+00:00,JoinStockCast,Elon Musk has pulled more than 50 Tesla employees into his Twitter takeover https://t.co/w2tdo3JoPI $TSLA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
190,2022-10-31 21:08:10+00:00,StockMKTNewz,"Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team, into his Twitter takeover according to CNBC","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}"
191,2022-10-31 21:08:07+00:00,skitontop1,"Another great week! I made over 66k, A big thank you to this community https://t.co/MmIMKJgO2f

$POLA $AAPL $NETE $TSLA $OEG $SPI $AAL $QQQ $ADXS $CBAT $AMD $SRNE $MSFT $VXRT $WKHS $SUNW $SPAQ $LCA $SBE $RAD $NETE $NKLA $SPY $GRAF $SHLL $PLUG $COST  $PENN $CODX $SSP $JBL $DRI https://t.co/rxjOM3qOzc","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.784}"
192,2022-10-31 21:07:24+00:00,TslaBot,"Tesla Inc closed at $227.54 (-0.43%) 📉 Market Cap is now $712.99B
$TSLA $TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive #carsofinstragram #teslamodel3","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
193,2022-10-31 21:07:19+00:00,Vincent26574006,"RT @garyblack00: $TSLA fundamentals story remains extraordinary. 
- Global EV adoption is soaring 
- $7.5K US EV credit will stimulate EV a…","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}"
194,2022-10-31 21:07:17+00:00,skitontop1,"Thanks for the alert &amp; updates
Best analysis so far

https://t.co/MmIMKJgO2f

$FB $LOVE $WORK $AAL $AMD $MNTA $GLD $TWR $SLV $XOM  $WMT $CCL $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC https://t.co/muHvFzNi9j","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9353}"
195,2022-10-31 21:06:57+00:00,Huntertent1,"تقرير صفقاتنا اليوم 31/October       
#خيمة_الصيّاد #الاسهم_الامريكيه #الاوبشن #السوق_الامريكي #الاسهم_السعوديه #تاسي 
#Huntertent
 $GME $TSLA $AMC $SHOP $LCID $DIS $WMT $PYPL $UPST $MRNA $RIVN $COIN $BTC $TLRY $NFLX $ZM $AMZN
$QQQ $SPX $SPY
$VIX $UVXY https://t.co/aEoH4OnmK7","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196,2022-10-31 21:06:54+00:00,JasonMaPhD,$TSLA https://t.co/JA3rrtjhxZ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,2022-10-31 21:06:54+00:00,LillianGeary5,"$tsla '''Top analyst price target for next week '''
https://t.co/vEtdCbmCet","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}"
198,2022-10-31 21:06:40+00:00,skitontop1,"Follow us if you find our Alerts useful https://t.co/MmIMKJgO2f

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA $AMC $NFLX $UPST $PLTR $SNAP $FB $BB https://t.co/59C8FJZdOm","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4404}"
199,2022-10-31 21:06:30+00:00,Umbisam,"I suggest the whole $TSLA community to stop talking Twitter. Let’s put it behind us. It’s going to be a private affair for a few years. Let’s talk back about EVs, Bots, FSD &amp; autonomy, energy. That’s our mission.","{'neg': 0.053, 'neu': 0.896, 'pos': 0.051, 'compound': -0.0258}"
200,2022-10-31 21:06:25+00:00,skitontop1,"$SPY BUY THE DIP
https://t.co/MmIMKJgO2f

$MDLY $JILL  $GRIL $JAGX $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $ACHV $ABUS $TLRY https://t.co/NoRTALEhwt","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
201,2022-10-31 21:05:50+00:00,skitontop1,"Follow us to get instant updates and free trading analysis https://t.co/MmIMKJgO2f

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA $AMC $ROKU $AFRM $MRNA $NURO $AMD $NVDA https://t.co/xZwKaCKwn6","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5106}"
202,2022-10-31 21:04:52+00:00,OptionsMaxPain,#Options #maxpain chart for $TSLA. Free options app https://t.co/EQL2cC6zjv https://t.co/Gj11VIgZul,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}"
203,2022-10-31 21:04:31+00:00,JasonMaPhD,"U.S. unveils $1 billion effort to electrify school buses - Grist 

Would @Tesla make electric buses 🚌 one day, ⁦@elonmusk⁩? Will call it Model B, perhaps? $TSLA https://t.co/Kg3fcXuUUn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
204,2022-10-31 21:04:25+00:00,beaker192,Daily chart bullish swing flagged for $TSLA on 10-31-2022 calculated after market close with unusual options flow. #bullishswing #TSLA #unusualoptionsflow #stockmarket #stocks #investing #trading https://t.co/6C6mrIv4kE,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
205,2022-10-31 21:04:03+00:00,varbmosz,"Clownish #TSLAQAnon cultists just can't seem to get their stories straight. Constant contradictions.

One moment, Tesla is a legitimate company but overvalued, like Cisco.

The next, Tesla is just a fraud all the way, like Enron.

Can't even keep their FUD consistent, LOL.

$TSLA https://t.co/E8l2igURyg","{'neg': 0.173, 'neu': 0.619, 'pos': 0.208, 'compound': 0.2846}"
206,2022-10-31 21:03:58+00:00,FrenzyCapital,"Trending: Nasdaq 100

$GOOGL -1.66 %
$AAPL -1.48 %
$AMD -3.06 %
$AMZN -0.95 %
$NXPI -3.53 %
$MSFT -1.55 %
$QCOM -1.02 %
$TSLA -0.37 %
$ABNB -6.84 %
$EA -1.78 %

https://t.co/WV3qS0l6fi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
207,2022-10-31 21:03:25+00:00,skitontop1,"$TSLA 
#WINNER
https://t.co/MmIMKJgO2f
Another early long entry on this one from our levels. Price flew past our target. #satisfied 

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA  $NVDA $NFLX $PLTR $UPST $SNAP https://t.co/Ytvy4AxNUX","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8091}"
208,2022-10-31 21:03:22+00:00,SolarCoinNews,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
209,2022-10-31 21:03:03+00:00,Investeraren,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
210,2022-10-31 21:02:58+00:00,apricotkinkuma,"$ABUS　単騎待ちから
$DEM $EWZ
$TSLA $DOCS $MQ
$NCNO $RKLB
$VIG
大型は連続増配+テスラ
ブラジル+新興国逆張り
小型決算落としてない組
+宇宙と訴訟
残りの資金はFOMC待ち","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,2022-10-31 21:02:57+00:00,ShakedC00955261,RT @Teslaconomics: There won’t be a close 2nd place. $TSLA https://t.co/1LHiGZwLuV,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
212,2022-10-31 21:02:49+00:00,skitontop1,"Best discord group over 80k members and even have their own app join us 
https://t.co/MmIMKJgO2f

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA $AMC $NAKD $SNAP $FB $AFRM $CRM $ROKU $PLTR $QS https://t.co/lhh7IS1JIR","{'neg': 0.069, 'neu': 0.767, 'pos': 0.164, 'compound': 0.5719}"
213,2022-10-31 21:02:31+00:00,skitontop1,"$SPX $SPY $ES_F $DJI $QQQ $NDX $FB $AMZN $AAPL $MSFT $NFLX $GOOGL $TSLA 
To stay updated with trading experts join here https://t.co/MmIMKJgO2f https://t.co/RrFoSxjp4K","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}"
214,2022-10-31 21:02:06+00:00,AndrewShakes1,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
215,2022-10-31 21:02:05+00:00,Dowstrademus,"$KGJI $NBEV $NCACW $OLITW $PBAXW $GMFIW $NPABW $TSLA $SPY $AAPL $GME $AMC - Get the Alert before the Move Automate, Sleep &amp; Earn with DRAT Smart Trader. Plan your trade.
https://t.co/yfMiXhVZqC
#dowstrademus #trading #stocks #option #options #DraTalerts #smarttrader https://t.co/oPGeLy1Y8B","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5994}"
216,2022-10-31 21:01:57+00:00,thi1anne,RT @JayinShanghai: BREAKING: Tesla Model S Plaid will officially make its first appearance at the 5th China International Import Expo this…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
217,2022-10-31 21:01:56+00:00,Sentimedia_io,"Twitter's top mentioned tickers of the hour:
$AMZN
$COIN
$META
$GME
$AMC
$TSLA
$GM
$AAPL
$AMD
$NVDA

https://t.co/fSeLzH8x3V","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}"
218,2022-10-31 21:01:22+00:00,TheGameGod7,"@rpeterson2317 @TFCNU2 @carlquintanilla $tsla cars are overpriced, legacy companies know how to build cars and with better materials, interiors, comfort.. etc. Tesla may have been first to market but their cars are falling behind in many categories","{'neg': 0.048, 'neu': 0.859, 'pos': 0.093, 'compound': 0.2023}"
219,2022-10-31 21:01:08+00:00,teslacito,"RT @PBRStreetGang7: Last Thoughts on Tesla

$TSLA is a risky stock to own, let’s dive into what’s going on (before I delete my account!)

A…","{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.2714}"
220,2022-10-31 21:00:58+00:00,warrior_sand,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
221,2022-10-31 21:00:47+00:00,stenboo,@PBRStreetGang7 @TeslaHistorian good move of him to use Elons Twitter buy as a way out to not get mentioned in your future threads $TSLA $TSLAQ #Tesla,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}"
222,2022-10-31 21:00:47+00:00,3PeaksTrading,$TSLA also seasonally has had its best strength in November with 67% of time higher for an average gain in the month of +10.4% since its IPO in 2010. Best calendar month overall,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9432}"
223,2022-10-31 21:00:42+00:00,Stonks_bot22,"$TSLA
UPDATE 2-Elon Musk's SpaceX expects first Starship launch to orbit this year -NASA
https://t.co/PY4u7VNb3K","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,2022-10-31 21:00:40+00:00,Interstocking,"T.I live scanner. Gappers, Scanning, Charting, Relative Strength, and more:&gt; https://t.co/rpMoWWEdNs 

#StockMarket 
$SPY 
$SPX 
$TSLA 
$AMZN 
$AMC 
$SPX 
$GME 
$NIO 
$AAPL 
$GOOGL 
$NFLX 
$AMD 
$GME 
$BABA 
$BTC 
$QQQ 
$WMT 
$PYPL 
$BA 
$BABA 
$NVDA 
$GME 
#Bitcoin 
#stocks https://t.co/0sbEIm5rbt","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.4939}"
225,2022-10-31 21:00:38+00:00,Stonks_bot22,"$TSLA
Tesla Talked to Glencore About Buying Stake in the Miner
https://t.co/4c3DXrBOgn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,2022-10-31 21:00:31+00:00,skitontop1,"STOCK, OPTIONS updates, alerts Free chatroom
Don't forget to take a trial! 
https://t.co/MmIMKJgO2f

$SPY $BABA $DVAX $ACB $OSTK $TRIL $LK $CODX  $PENN $NVAX $NIO $AAL $NKLA $MSFT $AAPL $AMZN $TSLA $CCL $BILI $CVNA $DAL $TWTR https://t.co/dpxMbmB71c","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.6437}"
227,2022-10-31 21:00:22+00:00,a_seditious,"@bhagholder @modest_engineer @blainehodder @chancery_daily Exactly 🥹 

He’ll prob have to sell more $TSLA. The banks won’t touch it. 

I’m also curious how he fired the Twitter execs “for cause.” I wonder what their contracts said. How can you, as the CEO, be fired “for cause” when you just made all your shareholders so much cash?","{'neg': 0.117, 'neu': 0.846, 'pos': 0.037, 'compound': -0.7096}"
228,2022-10-31 21:00:18+00:00,fintwit_synapse,"⚠️ 𝘈𝘭𝘭 𝘚𝘵𝘰𝘤𝘬𝘴:

1. $SPY 🥇
2. $GME 🥈
3. $QQQ 🥉
4. $TSLA
5. $ANET
6. $IWM
7. $META
8. $SYK
9. $SPX
10. $KKR

Free Telegram:
https://t.co/SC95r38gPz

#fintwit #wallstreetbets #stocks

( Sorted by last hour ) https://t.co/xev0NdHJuy","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.9118}"
229,2022-10-31 21:00:06+00:00,DasFintechBot,"RT @thuhkang: Today's Most Active Calls...

$TSLA $META $AMZN $LVS $UBER

👉https://t.co/2s8fBPWEHe

#options #stockmarket #wallstreet #nasd…","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4576}"
230,2022-10-31 21:00:03+00:00,Mini_Tradzc,"Use this in your trading today! 

“Descending Triangle” 

$SPY $QQQ $TSLA https://t.co/sLyosHLuhO","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231,2022-10-31 21:00:02+00:00,thuhkang,"Today's Most Active Calls...

$TSLA $META $AMZN $LVS $UBER

👉https://t.co/2s8fBPWEHe

#options #stockmarket #wallstreet #nasdaq #nyse #fintech #blackbox https://t.co/ZCDFJVIfFq","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4576}"
232,2022-10-31 21:00:02+00:00,30million_in20s,"【1か月株価振り返り】

✅多くの銘柄が上昇
✅GAFAM( $AAPL を除く)は下落
✅ $META ：-27.28%
✅ $TSLA ：-14.80%
✅ $AMZN ：-9.92%

経済指標
✅失業率：3.5%まで下落
✅CPI(インフレ率)：+8.2%
✅11月FOMCでの利上げ予想：0.75%

#投資家さんと繋がりたい #米国株 https://t.co/fL1hjtvjcV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
233,2022-10-31 21:00:01+00:00,yoloption,"@fudd5239 $TSLA is a story/cult stock. Fundamentals and macro impact it less than how the narrative is holding up. So far the narrative is holding up pretty well, even though cracks are starting to emerge.","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.6486}"
234,2022-10-31 21:00:00+00:00,NFTRubberDucky,"RT @EarningCallElon: Since the announcement that he was joining the $TSLA board earlier this month, Joseph Gebbia has dumped more than a ha…","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}"
235,2022-10-31 20:59:59+00:00,dratindexoption,$KGJI $NBEV $NCACW Put your portfolio on the right path with our #stocks trade alerts. Try it now for 14 days. No credit card required. #FinTwit #trading $TSLA $GME $AMZN https://t.co/oNHl030mvs,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2924}"
236,2022-10-31 20:59:58+00:00,Dowstrademus,$KGJI $NBEV $NCACW Put your portfolio on the right path with our #stocks trade alerts. Try it now for 14 days. No credit card required. #FinTwit #trading $TSLA $GME $AMZN https://t.co/vChQ9nIxYm,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2924}"
237,2022-10-31 20:59:58+00:00,DraTalerts,$KGJI $NBEV $NCACW Put your portfolio on the right path with our #stocks trade alerts. Try it now for 14 days. No credit card required. #FinTwit #trading $TSLA $GME $AMZN https://t.co/q12eUfUNBY,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2924}"
238,2022-10-31 20:59:57+00:00,DratSmartTrader,$KGJI $NBEV $NCACW Put your portfolio on the right path with our #stocks trade alerts. Try it now for 14 days. No credit card required. #FinTwit #trading $TSLA $GME $AMZN https://t.co/GQt09KBY33,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.2924}"
239,2022-10-31 20:59:56+00:00,skitontop1,"Alerts given
Trading Chat on Discord!👇

https://t.co/MmIMKJgO2f

JOIN for FREE ✅

💸
$SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $FB $USO $DAL $UBER $UGAZ $DIS $ROKU $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $SRNE $SPCE $XOM $NIO $BYND $AMRN $UBER $BRKB $JWN https://t.co/XlUOfqp7ZI","{'neg': 0.042, 'neu': 0.844, 'pos': 0.113, 'compound': 0.6765}"
240,2022-10-31 20:59:43+00:00,Interstocking,"T.I live scanner. Gappers, Scanning, Charting, Relative Strength, and more:&gt; https://t.co/rpMoWWEdNs 

#StockMarket 
$SPY 
$SPX 
$TSLA 
$AMZN 
$AMC 
$SPX 
$GME 
$NIO 
$AAPL 
$GOOGL 
$NFLX 
$AMD 
$GME 
$BABA 
$BTC 
$QQQ 
$WMT 
$PYPL 
$BA 
$BABA 
$NVDA 
$GME 
#Bitcoin 
#stocks https://t.co/wWQMh6LMn5","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.4939}"
241,2022-10-31 20:59:36+00:00,inforthelong,"""Tesla solar panels have generated more electricity than has been consumed by our vehicles and factories between 2012 and 2021.""

Still hard to wrap my head around this. 

#Tesla $TSLA","{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.1027}"
242,2022-10-31 20:59:36+00:00,skitontop1,"Good morning traders! 🌞

No changes to the plan today! 
https://t.co/MmIMKJgO2f
Best of luck 🍀🍀🍀

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA https://t.co/GkOdh0Co1D","{'neg': 0.051, 'neu': 0.7, 'pos': 0.249, 'compound': 0.8585}"
243,2022-10-31 20:59:21+00:00,skitontop1,"“Invest in what you consume” - Sha Osman
https://t.co/MmIMKJgO2f

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA https://t.co/SpRzQFyham","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
